Date,Category,Region,Weather,Advertising,Discount,Month,Year,Season,Sales,Customer_Count,Profit
2022-10-10,Electronics,North,Rainy,1267.52,15.72,October,2022,Fall,2906.58,104,626.06
2022-10-11,Apparel,North,Sunny,907.32,26.37,October,2022,Fall,2629.08,152,592.82
2022-10-12,Apparel,East,Sunny,1759.49,18.44,October,2022,Fall,2899.69,112,656.18
2022-10-12,Electronics,West,Snowy,1744.09,23.7,October,2022,Fall,3309.13,137,790.08
2022-10-15,Apparel,North,Rainy,1123.7,21.17,October,2022,Fall,2663.46,135,738.64
2022-10-16,Electronics,East,Snowy,1765.89,16.26,October,2022,Fall,3170.73,103,744.28
2022-10-16,Apparel,North,Sunny,1404.6,27.44,October,2022,Fall,2904.38,167,607.85
2022-10-21,Electronics,West,Snowy,1601.87,18.87,October,2022,Fall,3336.47,113,763.01
2022-10-23,Electronics,East,Cloudy,755.87,20.28,October,2022,Fall,2676.76,129,594.02
2022-10-25,Home Goods,East,Cloudy,947.65,24.4,October,2022,Fall,2461.67,146,651.27
2022-10-28,Electronics,West,Rainy,1033.78,7.78,October,2022,Fall,2736.29,65,700.87
2022-10-29,Apparel,South,Snowy,1768.77,18.91,October,2022,Fall,2890.57,120,632.9
2022-10-29,Electronics,East,Cloudy,1895.26,14.41,October,2022,Fall,3216.9,97,699.06
2022-10-31,Electronics,East,Cloudy,1808.07,9.2,October,2022,Fall,3150.16,70,690.16
2022-11-01,Apparel,West,Rainy,1322.57,8.56,November,2022,Fall,2676.79,69,642.27
2022-11-01,Home Goods,East,Snowy,1078.42,8.05,November,2022,Fall,2088.09,50,586.19
2022-11-05,Electronics,East,Cloudy,505.73,15.22,November,2022,Fall,2563.54,102,654.3
2022-11-10,Home Goods,South,Rainy,1644.73,28.11,November,2022,Fall,2922.15,160,695.43
2022-11-10,Home Goods,East,Cloudy,1355.97,15.89,November,2022,Fall,2477.45,104,590.24
2022-11-12,Home Goods,East,Cloudy,544.26,8.77,November,2022,Fall,1750.14,61,485.03
2022-11-12,Apparel,South,Sunny,1299.01,23.52,November,2022,Fall,2804.7,132,628.51
2022-11-14,Home Goods,North,Sunny,1393.98,27.58,November,2022,Fall,2587.57,150,637.74
2022-11-17,Electronics,North,Cloudy,1859.1,15.78,November,2022,Fall,3215.73,107,690.82
2022-11-19,Electronics,South,Cloudy,1656.17,22.7,November,2022,Fall,3420.29,142,824.73
2022-11-19,Home Goods,North,Snowy,1999.2,24.31,November,2022,Fall,2918.03,146,665.82
2022-11-21,Apparel,South,Cloudy,1932.27,10.11,November,2022,Fall,2935.37,75,603.67
2022-11-22,Electronics,South,Rainy,556.97,22.14,November,2022,Fall,2587.89,134,613.69
2022-11-23,Home Goods,North,Cloudy,1408.26,12.8,November,2022,Fall,2423.22,91,534.4
2022-11-26,Electronics,East,Rainy,626.45,21.82,November,2022,Fall,2516.2,133,590.27
2022-11-27,Home Goods,West,Sunny,1365.87,10.03,November,2022,Fall,2313.52,72,555.24
2022-11-27,Electronics,South,Cloudy,1175.19,8.77,November,2022,Fall,2938.18,71,739.18
2022-12-02,Electronics,West,Cloudy,1453.17,15.52,December,2022,Winter,3289.08,109,778.25
2022-12-04,Apparel,South,Rainy,1459.41,27.14,December,2022,Winter,3145.59,167,767.23
2022-12-04,Electronics,East,Sunny,1841.68,22.09,December,2022,Winter,3615.28,136,898.14
2022-12-04,Apparel,South,Cloudy,1522.62,26.89,December,2022,Winter,3133.18,158,683.8
2022-12-05,Electronics,West,Rainy,744.22,9.28,December,2022,Winter,3039.29,70,746.51
2022-12-06,Apparel,North,Rainy,1385.43,24.67,December,2022,Winter,3123.8,151,624.13
2022-12-06,Electronics,West,Snowy,569.19,15.36,December,2022,Winter,2875.7,102,602.04
2022-12-07,Electronics,South,Sunny,1940.25,19.36,December,2022,Winter,3743.09,119,836.54
2022-12-08,Electronics,South,Sunny,531.01,17.42,December,2022,Winter,2734.62,108,751.94
2022-12-08,Electronics,North,Cloudy,1117.48,11.16,December,2022,Winter,2967.9,88,702.83
2022-12-08,Apparel,East,Cloudy,1494.51,11.95,December,2022,Winter,2974.19,79,827.69
2022-12-10,Electronics,West,Snowy,1204.46,15.24,December,2022,Winter,3022.93,93,577.71
2022-12-10,Apparel,South,Snowy,750.7,7.8,December,2022,Winter,2508.21,69,564.74
2022-12-12,Home Goods,South,Cloudy,1269.35,23.51,December,2022,Winter,2751.76,147,641.42
2022-12-12,Home Goods,West,Snowy,1535.0,26.58,December,2022,Winter,3128.54,154,702.82
2022-12-12,Electronics,East,Sunny,1957.3,21.73,December,2022,Winter,3732.32,143,888.6
2022-12-12,Apparel,West,Rainy,680.37,12.42,December,2022,Winter,2271.51,81,577.05
2022-12-14,Electronics,South,Rainy,648.31,11.6,December,2022,Winter,2704.26,75,627.28
2022-12-14,Apparel,North,Snowy,806.04,18.67,December,2022,Winter,2651.93,119,723.6
2022-12-14,Apparel,North,Rainy,1324.41,7.49,December,2022,Winter,2887.41,55,575.86
2022-12-15,Apparel,South,Snowy,1323.98,20.98,December,2022,Winter,2934.63,131,732.47
2022-12-15,Home Goods,East,Snowy,563.44,20.01,December,2022,Winter,2183.39,127,562.39
2022-12-16,Home Goods,North,Snowy,1341.94,11.83,December,2022,Winter,2566.92,83,623.37
2022-12-20,Home Goods,West,Cloudy,697.28,21.33,December,2022,Winter,2555.16,134,595.49
2022-12-23,Electronics,North,Rainy,1065.48,27.4,December,2022,Winter,3377.45,169,748.78
2022-12-24,Home Goods,South,Cloudy,1269.09,25.14,December,2022,Winter,2823.13,149,663.24
2022-12-25,Electronics,East,Cloudy,1275.86,23.7,December,2022,Winter,3371.72,146,758.48
2022-12-27,Home Goods,North,Snowy,611.06,21.12,December,2022,Winter,2034.13,130,513.52
2022-12-31,Electronics,South,Rainy,934.96,17.75,December,2022,Winter,3018.7,114,748.74
2022-12-31,Electronics,North,Rainy,1086.02,13.44,December,2022,Winter,3112.93,88,702.75
2023-01-02,Home Goods,West,Sunny,925.74,27.04,January,2023,Winter,2702.95,162,645.5
2023-01-02,Home Goods,South,Sunny,683.05,12.0,January,2023,Winter,2166.4,82,565.58
2023-01-04,Home Goods,West,Cloudy,1888.28,17.31,January,2023,Winter,2958.62,112,709.85
2023-01-04,Home Goods,North,Sunny,1727.04,8.31,January,2023,Winter,2573.39,56,656.18
2023-01-05,Home Goods,South,Snowy,914.36,11.24,January,2023,Winter,2435.25,85,590.28
2023-01-08,Home Goods,East,Snowy,1320.31,9.15,January,2023,Winter,2534.12,77,589.24
2023-01-08,Home Goods,East,Snowy,1765.61,16.74,January,2023,Winter,2991.86,106,766.19
2023-01-08,Apparel,East,Rainy,1860.8,5.63,January,2023,Winter,2955.87,56,695.1
2023-01-08,Home Goods,West,Rainy,1588.59,19.85,January,2023,Winter,2936.01,125,701.65
2023-01-09,Home Goods,West,Cloudy,1958.04,29.03,January,2023,Winter,3261.5,167,672.09
2023-01-10,Home Goods,South,Rainy,1331.99,22.46,January,2023,Winter,2664.21,134,654.61
2023-01-11,Apparel,South,Rainy,568.1,21.45,January,2023,Winter,2446.65,126,593.75
2023-01-12,Home Goods,East,Sunny,1288.72,24.59,January,2023,Winter,2661.07,158,612.11
2023-01-14,Apparel,West,Cloudy,927.36,17.83,January,2023,Winter,2591.37,117,630.28
2023-01-15,Electronics,East,Rainy,1209.35,26.85,January,2023,Winter,3316.17,167,702.4
2023-01-15,Home Goods,South,Snowy,1816.03,24.34,January,2023,Winter,2986.8,146,614.34
2023-01-19,Home Goods,East,Rainy,738.54,25.75,January,2023,Winter,2552.6,150,625.29
2023-01-20,Apparel,East,Snowy,870.36,16.73,January,2023,Winter,2700.74,99,630.15
2023-01-20,Home Goods,West,Cloudy,1089.46,26.45,January,2023,Winter,2845.8,160,708.24
2023-01-21,Electronics,South,Snowy,615.62,23.67,January,2023,Winter,2893.48,143,662.91
2023-01-21,Home Goods,West,Sunny,553.91,26.32,January,2023,Winter,2248.6,158,503.59
2023-01-21,Apparel,South,Sunny,1753.22,5.13,January,2023,Winter,2846.72,52,629.84
2023-01-22,Apparel,North,Rainy,1610.24,11.97,January,2023,Winter,2850.41,86,726.86
2023-01-22,Electronics,North,Cloudy,1055.6,28.46,January,2023,Winter,3321.43,169,844.94
2023-01-23,Home Goods,West,Cloudy,1338.78,17.23,January,2023,Winter,2735.06,107,689.57
2023-01-23,Apparel,East,Sunny,1296.97,29.66,January,2023,Winter,3011.95,172,757.01
2023-01-25,Home Goods,East,Snowy,1141.24,8.16,January,2023,Winter,2302.17,71,572.64
2023-01-25,Apparel,South,Cloudy,927.94,23.85,January,2023,Winter,2834.75,154,620.36
2023-01-27,Home Goods,North,Snowy,1323.47,28.51,January,2023,Winter,2738.35,173,532.41
2023-01-27,Apparel,West,Rainy,1781.2,26.2,January,2023,Winter,3326.58,162,768.32
2023-01-28,Electronics,North,Cloudy,1724.62,10.41,January,2023,Winter,3458.03,72,825.86
2023-01-28,Electronics,South,Rainy,1494.0,11.46,January,2023,Winter,3350.01,85,830.72
2023-01-28,Apparel,North,Rainy,952.88,8.43,January,2023,Winter,2573.15,62,621.11
2023-01-28,Electronics,South,Snowy,1961.89,10.39,January,2023,Winter,3543.6,81,760.68
2023-01-29,Electronics,West,Sunny,1385.65,17.51,January,2023,Winter,3316.72,119,742.26
2023-01-31,Electronics,West,Rainy,1042.57,24.93,January,2023,Winter,3204.7,148,781.14
2023-01-31,Apparel,South,Sunny,577.84,15.5,January,2023,Winter,2621.67,106,539.42
2023-02-01,Electronics,North,Cloudy,903.53,27.92,February,2023,Winter,3155.58,166,730.84
2023-02-01,Home Goods,West,Sunny,715.72,11.95,February,2023,Winter,2167.27,86,592.13
2023-02-02,Electronics,East,Cloudy,938.77,21.61,February,2023,Winter,3179.55,134,810.47
2023-02-02,Home Goods,West,Sunny,885.04,13.67,February,2023,Winter,2098.02,91,452.93
2023-02-02,Apparel,West,Snowy,1673.26,8.3,February,2023,Winter,2916.24,65,658.19
2023-02-04,Electronics,East,Rainy,1816.47,15.46,February,2023,Winter,3787.19,96,858.44
2023-02-05,Home Goods,North,Rainy,821.94,16.77,February,2023,Winter,2267.87,106,459.0
2023-02-05,Apparel,South,Snowy,810.96,29.36,February,2023,Winter,2999.61,168,620.5
2023-02-06,Apparel,East,Sunny,830.34,18.67,February,2023,Winter,2611.31,118,550.08
2023-02-06,Electronics,South,Rainy,1060.33,11.28,February,2023,Winter,3161.32,82,666.44
2023-02-07,Apparel,West,Sunny,1757.82,16.08,February,2023,Winter,3053.49,105,695.25
2023-02-07,Apparel,West,Cloudy,1923.67,6.96,February,2023,Winter,3101.01,55,825.2
2023-02-08,Home Goods,West,Snowy,503.48,20.76,February,2023,Winter,2160.56,132,475.38
2023-02-11,Electronics,East,Cloudy,1513.13,28.23,February,2023,Winter,3714.03,175,838.28
2023-02-11,Home Goods,South,Sunny,757.77,23.64,February,2023,Winter,2441.35,140,607.46
2023-02-12,Electronics,South,Rainy,1994.39,25.15,February,2023,Winter,3920.63,157,946.35
2023-02-12,Electronics,South,Rainy,1532.07,21.29,February,2023,Winter,3470.65,133,745.5
2023-02-13,Apparel,North,Rainy,602.5,9.88,February,2023,Winter,2280.29,68,550.77
2023-02-15,Home Goods,West,Sunny,1078.81,29.18,February,2023,Winter,2608.77,171,680.59
2023-02-17,Home Goods,East,Sunny,1194.94,27.34,February,2023,Winter,2706.96,164,615.0
2023-02-18,Home Goods,East,Snowy,1987.61,24.66,February,2023,Winter,3306.48,148,654.78
2023-02-19,Electronics,East,Sunny,504.75,20.47,February,2023,Winter,2906.95,130,811.27
2023-02-19,Electronics,East,Cloudy,808.1,18.64,February,2023,Winter,3061.4,123,678.66
2023-02-19,Apparel,South,Cloudy,1909.48,29.92,February,2023,Winter,3491.53,172,856.76
2023-02-20,Home Goods,North,Cloudy,1746.03,14.06,February,2023,Winter,2759.95,96,635.48
2023-02-21,Electronics,North,Rainy,1147.07,27.48,February,2023,Winter,3409.85,162,754.37
2023-02-22,Electronics,East,Snowy,1819.24,16.62,February,2023,Winter,3650.4,109,858.73
2023-02-23,Apparel,North,Snowy,1749.98,29.54,February,2023,Winter,3264.53,165,722.61
2023-02-24,Electronics,South,Rainy,935.04,5.2,February,2023,Winter,2662.12,52,682.83
2023-02-24,Electronics,West,Sunny,1550.05,24.42,February,2023,Winter,3701.59,142,856.06
2023-02-26,Apparel,West,Cloudy,656.61,6.91,February,2023,Winter,2371.63,66,461.68
2023-02-26,Electronics,East,Cloudy,871.27,8.14,February,2023,Winter,2805.78,66,639.4
2023-03-03,Apparel,North,Rainy,843.04,22.03,March,2023,Spring,2401.22,136,627.53
2023-03-04,Home Goods,North,Rainy,839.53,19.55,March,2023,Spring,2088.45,116,538.75
2023-03-08,Home Goods,West,Sunny,1672.02,29.74,March,2023,Spring,2639.56,173,675.25
2023-03-11,Electronics,South,Rainy,764.14,26.59,March,2023,Spring,2697.92,153,647.53
2023-03-12,Apparel,North,Rainy,1288.15,26.84,March,2023,Spring,2677.02,148,617.14
2023-03-14,Apparel,North,Snowy,679.93,17.82,March,2023,Spring,2084.71,113,515.41
2023-03-15,Apparel,East,Rainy,1374.48,28.13,March,2023,Spring,2827.15,162,579.77
2023-03-17,Electronics,West,Rainy,1437.81,21.31,March,2023,Spring,2982.2,130,612.01
2023-03-18,Home Goods,North,Rainy,1852.07,24.05,March,2023,Spring,2724.58,149,598.82
2023-03-18,Apparel,South,Snowy,1093.15,27.92,March,2023,Spring,2516.83,161,546.46
2023-03-20,Apparel,West,Cloudy,810.64,28.47,March,2023,Spring,2235.72,154,559.51
2023-03-21,Apparel,South,Sunny,1973.07,6.13,March,2023,Spring,2850.55,49,695.87
2023-03-21,Home Goods,South,Snowy,1923.81,23.11,March,2023,Spring,2720.91,136,724.5
2023-03-23,Electronics,West,Rainy,663.34,6.89,March,2023,Spring,2168.0,51,498.99
2023-03-26,Home Goods,West,Rainy,552.51,21.12,March,2023,Spring,1856.07,130,475.42
2023-03-27,Electronics,East,Rainy,1872.1,9.23,March,2023,Spring,2998.87,69,700.92
2023-03-29,Home Goods,South,Snowy,1466.71,28.56,March,2023,Spring,2627.22,167,687.47
2023-03-29,Electronics,East,Snowy,1674.52,15.16,March,2023,Spring,2901.51,96,738.66
2023-03-29,Apparel,East,Sunny,1781.33,8.61,March,2023,Spring,2578.12,70,674.87
2023-03-31,Home Goods,West,Cloudy,611.36,20.87,March,2023,Spring,1903.51,128,543.18
2023-03-31,Home Goods,West,Sunny,1562.73,8.99,March,2023,Spring,2484.55,74,590.27
2023-04-01,Home Goods,West,Cloudy,1373.27,20.47,April,2023,Spring,2378.91,120,547.25
2023-04-01,Electronics,East,Rainy,1866.01,24.12,April,2023,Spring,3471.36,141,760.8
2023-04-01,Apparel,East,Cloudy,510.07,22.67,April,2023,Spring,2233.79,130,521.47
2023-04-02,Apparel,East,Rainy,1043.26,11.24,April,2023,Spring,2199.94,81,501.76
2023-04-04,Electronics,East,Sunny,1607.1,19.76,April,2023,Spring,3092.16,119,627.34
2023-04-05,Electronics,South,Cloudy,602.76,5.2,April,2023,Spring,2278.11,39,602.25
2023-04-05,Apparel,South,Cloudy,1579.69,21.45,April,2023,Spring,2549.46,131,570.87
2023-04-06,Apparel,North,Rainy,924.96,13.15,April,2023,Spring,2144.42,88,508.26
2023-04-06,Home Goods,West,Rainy,981.62,23.96,April,2023,Spring,2147.61,144,533.14
2023-04-07,Apparel,West,Sunny,1196.65,21.97,April,2023,Spring,2530.45,127,613.44
2023-04-07,Electronics,West,Snowy,1582.09,21.94,April,2023,Spring,3363.06,138,843.06
2023-04-09,Electronics,South,Rainy,1618.79,27.76,April,2023,Spring,3210.45,169,732.76
2023-04-12,Home Goods,East,Rainy,1420.67,24.63,April,2023,Spring,2431.72,142,504.85
2023-04-14,Home Goods,West,Cloudy,735.99,28.67,April,2023,Spring,2110.56,157,544.15
2023-04-15,Apparel,West,Rainy,1732.15,8.08,April,2023,Spring,2566.01,62,655.49
2023-04-16,Home Goods,North,Sunny,1247.06,25.17,April,2023,Spring,2369.15,153,650.25
2023-04-16,Electronics,West,Cloudy,1182.38,6.04,April,2023,Spring,2592.57,44,711.38
2023-04-17,Home Goods,East,Sunny,1204.62,10.2,April,2023,Spring,2245.74,66,626.55
2023-04-17,Home Goods,South,Sunny,1297.87,15.15,April,2023,Spring,2175.45,84,612.79
2023-04-18,Electronics,North,Snowy,1323.7,8.9,April,2023,Spring,2742.67,62,642.77
2023-04-18,Electronics,North,Snowy,1214.73,10.41,April,2023,Spring,2719.09,71,659.78
2023-04-18,Electronics,South,Cloudy,1834.48,15.38,April,2023,Spring,3118.68,97,779.24
2023-04-19,Home Goods,West,Cloudy,1895.91,9.33,April,2023,Spring,2489.63,73,597.62
2023-04-19,Apparel,North,Cloudy,1187.35,10.46,April,2023,Spring,2214.62,75,495.04
2023-04-20,Electronics,West,Rainy,588.64,26.82,April,2023,Spring,2439.18,154,595.68
2023-04-20,Electronics,East,Cloudy,1988.66,13.3,April,2023,Spring,3183.32,82,712.88
2023-04-21,Electronics,South,Sunny,784.72,16.16,April,2023,Spring,2536.07,99,669.66
2023-04-21,Apparel,North,Cloudy,500.28,24.66,April,2023,Spring,2097.27,141,510.67
2023-04-22,Electronics,South,Sunny,628.01,9.73,April,2023,Spring,2346.74,65,524.53
2023-04-22,Home Goods,West,Snowy,1488.24,10.09,April,2023,Spring,2210.92,69,550.92
2023-04-22,Apparel,North,Snowy,1799.82,13.44,April,2023,Spring,2769.66,95,648.96
2023-04-26,Apparel,West,Cloudy,783.56,17.27,April,2023,Spring,2116.15,115,585.21
2023-04-29,Apparel,South,Cloudy,678.31,24.54,April,2023,Spring,2335.75,142,527.04
2023-04-30,Home Goods,East,Snowy,1561.53,15.36,April,2023,Spring,2545.25,96,580.02
2023-04-30,Home Goods,North,Sunny,731.48,23.11,April,2023,Spring,2097.33,134,471.21
2023-05-03,Apparel,South,Sunny,1222.0,22.49,May,2023,Spring,2687.96,131,648.16
2023-05-04,Apparel,North,Sunny,1161.84,11.16,May,2023,Spring,2303.05,72,534.89
2023-05-05,Electronics,East,Cloudy,1157.81,10.79,May,2023,Spring,2611.09,79,590.93
2023-05-05,Electronics,West,Sunny,1631.03,11.96,May,2023,Spring,2899.56,80,694.54
2023-05-07,Electronics,West,Rainy,1482.92,17.91,May,2023,Spring,3032.25,110,705.26
2023-05-07,Apparel,South,Rainy,1942.27,11.99,May,2023,Spring,2861.62,73,668.7
2023-05-08,Home Goods,East,Rainy,1975.76,10.09,May,2023,Spring,2526.05,72,654.31
2023-05-08,Electronics,North,Cloudy,1737.18,14.96,May,2023,Spring,2923.05,98,638.33
2023-05-11,Electronics,South,Snowy,529.69,19.62,May,2023,Spring,2356.0,111,638.33
2023-05-12,Apparel,South,Cloudy,586.55,12.8,May,2023,Spring,2019.98,85,566.93
2023-05-12,Home Goods,East,Sunny,1346.94,6.34,May,2023,Spring,2139.07,54,587.28
2023-05-12,Apparel,North,Cloudy,1121.23,5.43,May,2023,Spring,2125.78,49,543.37
2023-05-14,Apparel,East,Rainy,1734.74,8.91,May,2023,Spring,2678.46,72,687.18
2023-05-14,Electronics,West,Sunny,1386.3,9.54,May,2023,Spring,2696.18,71,650.76
2023-05-15,Apparel,North,Rainy,1902.49,29.4,May,2023,Spring,3032.48,173,736.72
2023-05-16,Electronics,West,Cloudy,1660.86,6.08,May,2023,Spring,2799.76,49,609.83
2023-05-17,Apparel,North,Sunny,1392.2,20.36,May,2023,Spring,2624.8,122,706.71
2023-05-18,Apparel,South,Sunny,544.5,13.75,May,2023,Spring,1932.78,91,419.93
2023-05-18,Apparel,North,Snowy,560.84,14.67,May,2023,Spring,2120.99,99,562.57
2023-05-19,Home Goods,West,Cloudy,1374.89,19.06,May,2023,Spring,2417.01,112,585.67
2023-05-20,Electronics,East,Snowy,1949.37,13.62,May,2023,Spring,3031.65,93,697.74
2023-05-20,Home Goods,South,Cloudy,715.91,18.09,May,2023,Spring,2105.51,107,471.86
2023-05-21,Home Goods,East,Snowy,1757.4,26.41,May,2023,Spring,2849.12,146,766.39
2023-05-21,Apparel,West,Cloudy,1639.03,16.6,May,2023,Spring,2868.96,111,688.3
2023-05-21,Apparel,South,Rainy,1705.28,11.61,May,2023,Spring,2518.29,81,652.69
2023-05-23,Electronics,East,Rainy,758.17,16.77,May,2023,Spring,2488.58,105,701.64
2023-05-24,Electronics,West,Rainy,1595.37,7.96,May,2023,Spring,2718.63,61,683.72
2023-05-25,Home Goods,South,Sunny,959.21,20.43,May,2023,Spring,2010.19,124,436.77
2023-05-25,Apparel,North,Sunny,1231.78,8.32,May,2023,Spring,2273.92,59,595.08
2023-05-26,Electronics,South,Cloudy,1816.98,13.43,May,2023,Spring,2942.5,82,619.42
2023-05-26,Electronics,South,Snowy,1476.15,10.4,May,2023,Spring,2813.27,72,662.22
2023-05-26,Electronics,East,Sunny,1631.93,19.85,May,2023,Spring,3124.26,122,726.33
2023-05-26,Home Goods,East,Sunny,1566.33,28.72,May,2023,Spring,2840.16,170,551.92
2023-05-27,Home Goods,North,Cloudy,624.07,28.47,May,2023,Spring,2118.09,167,588.79
2023-05-27,Electronics,North,Sunny,1587.28,12.07,May,2023,Spring,2895.22,80,623.24
2023-05-28,Apparel,North,Snowy,1431.36,13.88,May,2023,Spring,2618.85,92,667.15
2023-05-28,Electronics,West,Snowy,830.73,9.59,May,2023,Spring,2445.56,71,637.5
2023-05-31,Apparel,East,Snowy,1374.9,18.97,May,2023,Spring,2506.77,123,560.92
2023-05-31,Home Goods,South,Cloudy,1242.01,5.42,May,2023,Spring,2127.19,43,535.9
2023-06-01,Apparel,East,Sunny,1776.02,23.35,June,2023,Summer,2859.1,131,721.87
2023-06-02,Home Goods,North,Rainy,1914.48,11.32,June,2023,Summer,2471.08,72,648.94
2023-06-03,Apparel,East,Cloudy,1819.01,23.98,June,2023,Summer,2624.45,141,665.28
2023-06-05,Home Goods,South,Cloudy,858.28,5.33,June,2023,Summer,1572.73,52,458.57
2023-06-06,Electronics,East,Snowy,569.09,6.29,June,2023,Summer,2233.11,52,565.57
2023-06-09,Electronics,West,Rainy,1542.32,15.78,June,2023,Summer,2785.64,95,627.11
2023-06-09,Electronics,East,Sunny,907.16,20.48,June,2023,Summer,2199.12,129,479.13
2023-06-09,Electronics,North,Cloudy,862.83,10.27,June,2023,Summer,2028.7,68,507.55
2023-06-10,Apparel,South,Cloudy,1904.4,22.53,June,2023,Summer,2582.61,143,641.25
2023-06-15,Electronics,West,Snowy,1985.54,16.11,June,2023,Summer,3092.18,101,668.44
2023-06-16,Apparel,East,Cloudy,1658.45,21.53,June,2023,Summer,2587.76,126,604.4
2023-06-22,Home Goods,North,Snowy,1734.96,20.27,June,2023,Summer,2494.16,121,629.98
2023-06-24,Apparel,South,Cloudy,523.72,29.79,June,2023,Summer,2016.77,177,472.98
2023-06-25,Apparel,West,Sunny,1986.89,16.27,June,2023,Summer,2602.21,93,588.16
2023-06-29,Electronics,West,Snowy,1961.56,6.1,June,2023,Summer,2756.97,43,766.65
2023-07-01,Electronics,South,Sunny,1200.45,14.28,July,2023,Summer,2483.39,95,691.16
2023-07-01,Electronics,South,Snowy,887.26,19.53,July,2023,Summer,2288.48,116,620.67
2023-07-01,Home Goods,South,Snowy,937.24,25.93,July,2023,Summer,2085.52,156,530.84
2023-07-02,Home Goods,West,Rainy,1824.1,18.99,July,2023,Summer,2606.25,110,668.65
2023-07-05,Electronics,South,Rainy,1588.57,29.4,July,2023,Summer,2836.46,173,648.15
2023-07-05,Home Goods,South,Rainy,1645.37,8.45,July,2023,Summer,2092.82,72,576.2
2023-07-08,Home Goods,East,Snowy,1850.48,26.31,July,2023,Summer,2599.85,150,677.68
2023-07-10,Apparel,East,Rainy,1555.69,12.2,July,2023,Summer,2343.45,81,592.26
2023-07-10,Apparel,East,Cloudy,989.51,18.29,July,2023,Summer,2018.69,113,499.6
2023-07-10,Home Goods,North,Rainy,1792.61,29.58,July,2023,Summer,2575.1,164,542.05
2023-07-10,Apparel,West,Cloudy,1606.35,5.55,July,2023,Summer,2384.94,43,650.11
2023-07-11,Electronics,North,Snowy,1725.08,11.96,July,2023,Summer,2810.86,83,628.8
2023-07-12,Apparel,South,Sunny,1981.49,27.57,July,2023,Summer,3021.97,156,663.82
2023-07-14,Electronics,West,Snowy,1341.31,26.83,July,2023,Summer,2786.38,153,658.26
2023-07-15,Home Goods,South,Rainy,1711.09,6.92,July,2023,Summer,2192.99,57,595.08
2023-07-16,Apparel,South,Sunny,1983.54,23.73,July,2023,Summer,2731.3,131,569.43
2023-07-17,Apparel,East,Snowy,1344.93,23.41,July,2023,Summer,2503.16,134,627.65
2023-07-17,Home Goods,West,Cloudy,1703.53,25.72,July,2023,Summer,2612.2,145,594.81
2023-07-18,Electronics,North,Rainy,770.29,28.71,July,2023,Summer,2390.07,163,581.19
2023-07-18,Electronics,East,Rainy,1398.04,9.63,July,2023,Summer,2437.37,71,639.15
2023-07-18,Electronics,North,Rainy,969.81,22.65,July,2023,Summer,2518.59,128,641.23
2023-07-19,Home Goods,North,Snowy,1647.08,12.84,July,2023,Summer,2121.56,81,542.99
2023-07-19,Apparel,West,Sunny,602.51,18.53,July,2023,Summer,2035.6,110,553.0
2023-07-20,Home Goods,South,Cloudy,1660.31,26.71,July,2023,Summer,2359.57,147,623.43
2023-07-20,Home Goods,South,Snowy,1425.87,15.28,July,2023,Summer,2284.5,93,554.92
2023-07-20,Apparel,North,Sunny,666.47,28.38,July,2023,Summer,2188.73,169,566.49
2023-07-20,Apparel,South,Sunny,1143.77,26.79,July,2023,Summer,2330.01,154,510.72
2023-07-21,Electronics,East,Sunny,527.0,18.04,July,2023,Summer,1924.47,109,544.75
2023-07-23,Home Goods,West,Rainy,1323.96,14.1,July,2023,Summer,2090.3,90,487.94
2023-07-24,Home Goods,West,Cloudy,1451.64,14.4,July,2023,Summer,2238.33,94,520.87
2023-07-24,Home Goods,South,Cloudy,1352.14,24.86,July,2023,Summer,2301.24,140,500.96
2023-07-26,Home Goods,North,Cloudy,1601.04,12.65,July,2023,Summer,2177.7,80,494.62
2023-07-26,Home Goods,East,Rainy,1404.94,22.75,July,2023,Summer,2260.02,129,589.58
2023-07-28,Home Goods,South,Cloudy,567.28,14.48,July,2023,Summer,1645.69,87,523.41
2023-07-28,Apparel,North,Snowy,601.08,21.37,July,2023,Summer,2022.49,130,542.23
2023-07-29,Home Goods,East,Sunny,1012.71,16.39,July,2023,Summer,1989.17,103,484.69
2023-07-29,Home Goods,North,Snowy,1119.01,15.37,July,2023,Summer,1906.04,94,493.96
2023-07-31,Home Goods,West,Snowy,837.34,15.95,July,2023,Summer,1721.57,95,378.78
2023-08-01,Electronics,South,Sunny,824.08,25.65,August,2023,Summer,2399.67,146,570.22
2023-08-03,Electronics,South,Cloudy,1795.1,18.68,August,2023,Summer,2746.87,117,627.73
2023-08-04,Apparel,North,Snowy,1454.81,14.04,August,2023,Summer,2523.9,81,609.16
2023-08-10,Apparel,West,Cloudy,1732.89,29.38,August,2023,Summer,2810.46,173,623.92
2023-08-11,Electronics,West,Cloudy,1144.39,9.83,August,2023,Summer,2278.07,70,509.02
2023-08-16,Apparel,West,Cloudy,1305.51,23.58,August,2023,Summer,2576.69,137,702.03
2023-08-17,Electronics,West,Cloudy,809.33,25.34,August,2023,Summer,2478.01,153,608.84
2023-08-19,Home Goods,East,Rainy,1071.03,6.64,August,2023,Summer,1661.23,50,381.17
2023-08-24,Home Goods,East,Rainy,1442.36,15.74,August,2023,Summer,2189.82,108,545.25
2023-08-24,Electronics,South,Snowy,1795.94,18.08,August,2023,Summer,2672.76,109,614.92
